Time,Residential_Heating,Residential_Cooling,Residential_DHW,Office_Heating,Office_Cooling,Office_DHW,community_center_Heating,community_center_Cooling,community_center_DHW,Retail_Heating,Retail_Cooling,Retail_DHW,Grocery_Heating,Grocery_Cooling,Grocery_DHW,Hotel_Heating,Hotel_Cooling,Hotel_DHW
 10/02  09:00:00,0,0.000540035,0.001807906,0.001417525,0,0.00104038,0.003140511,0.002485585,0.000455566,0.000317398,3.99E-06,0.000264697,0.001151603,0.000911691,0,0,0.001237034,0.002265675
 10/02  10:00:00,0,0.000995793,0.001722064,0.000613393,0.00148643,0.00104038,0.002942215,0.003238034,0.000455566,0,1.15E-05,5.32E-05,2.86E-05,0.004018008,0,0,0.00134173,0.002207717
 10/02  11:00:00,0,0.001455891,0.001279618,3.93E-06,0.000940439,0.00104038,0.002924127,0.004389238,0.001290771,0,2.03E-05,0.000213262,0,0.008883032,0,0,0.00174871,0.001978255
 10/02  12:00:00,0,0.001763355,0.001283277,0,0.001118028,0.000693585,0.002974081,0.004538508,0.001670408,0,4.89E-05,0.000160194,0,0.013062446,0,0,0.002082075,0.002192698
 10/02  13:00:00,0,0.001640372,0.001159668,0,0.000949112,0.000346795,0.002977525,0.008724874,0.000835204,0,0.000135189,0.000375442,7.40E-05,0.012349795,0,0,0.002605928,0.001975035
 10/02  14:00:00,0,0.001559599,0.000941895,0,0.003476065,0.000346795,0.003039624,0.008704406,0.000835204,0,0.000257553,0.000214466,0.000119941,0.018910019,0,0,0.002927257,0.00197409
 10/02  15:00:00,0,0.002069437,0.001120986,0,0.00291145,0.000346795,0.003145945,0.007993283,0.001290771,0,0.000363627,0.000160507,0.000118137,0.01972526,0,0,0.003097284,0.001973395
 10/02  16:00:00,0,0.001824983,0.001241701,0,0.001196711,0.000346795,0.002682757,0.00858369,0.002961179,0,0.000268419,0.000266874,0.000154596,0.017765428,0,2.40E-05,0.002760093,0.000216601
 10/02  17:00:00,0,0.00166275,0.001639956,0,0.001438013,0.000260094,0.002280294,0.005311007,0.006302011,0,0.000194264,0.000160221,0.000210356,0.015468198,0,5.64E-06,0.002210138,0.000441477
 10/02  18:00:00,0,0.001065886,0.001877404,0,0.00039036,0.000173397,0.001925156,0.003203363,0.007592742,0,0.000153332,0.000320403,0.001160686,0.011830828,0,6.47E-07,0.001977278,0.0007026
 10/02  19:00:00,0,0.000640693,0.001822654,0,0,0.000173397,0.001600816,0.002403356,0.006757567,0,8.24E-05,5.33E-05,0.001162777,0.005307393,0,0,0.001137872,0.000687482
 10/02  20:00:00,0,0.000365561,0.001670049,0,0,0.000173397,0.000421707,0.000520395,0.004631586,0,9.41E-06,0.000266045,0,0.002199848,0,9.52E-07,0.001822838,0.000542186
 10/02  21:00:00,0,0.000176685,0.001373838,0,0,0.000173397,0.000391004,7.89E-05,0.001670408,0,0,5.27E-05,0,0.001225065,0,2.50E-06,0.002361845,0.000854807
 10/02  22:00:00,0,0.000064608,0.001241258,0,0,0.000173397,0.000390995,7.89E-05,0,0,0,0,0,0.000711083,0,7.95E-06,0.004206652,0.000694638
 10/02  23:00:00,0,5.58E-06,0.000745496,0,0,0.000173397,0.002056553,0.001929108,0,0,0,0.000105799,0,0.000811557,0,0,0.003433584,0.000441408
 10/02  24:00:00,0,0,0.000294562,0,0,0.000173397,0.000432554,0.000520209,0,0,0,5.27E-05,0,0.002326787,0,0,0.002714862,0.000216728
 10/03  01:00:00,0,0,0.000269441,0,0,0.000173397,0.000704293,7.50E-05,0,0,0,0,0,0.001428128,0,1.40E-05,0.002258149,0.000351665
 10/03  02:00:00,0,0,0.000146684,0,0,0.000173397,0.000860919,7.41E-05,0,0,0,0.000158143,7.73E-06,0,0,4.45E-05,0.001916639,0.000214262
 10/03  03:00:00,3.37E-06,0,0.000236996,0,0,0.000173397,0.000403001,7.31E-05,0,0,0,0,0,0,0,6.42E-05,0.001661108,0
 10/03  04:00:00,8.80E-06,0,0.000227901,0,0,0.000173397,0.000736448,7.20E-05,0,0,0,0,0,0,0,7.80E-05,0.001492652,0.000431562
 10/03  05:00:00,3.49E-06,0,0.000721238,0,0,0.000173397,0.000942814,7.11E-05,0,0,0,5.27E-05,0.000010148,0,0,1.29E-06,0.001469413,0.00044824
 10/03  06:00:00,0,0,0.002059302,0,0,0.000173397,0.002059674,0.000987075,0.000835204,0,0,5.27E-05,2.27E-05,0,0,0,0.002190779,0.000714284
 10/03  07:00:00,0,0,0.002195246,0,0,0.000173397,0.002409423,0.000989138,0.001290771,0.000769266,1.14E-07,5.28E-05,2.19E-05,0,0,0.00017921,0.002811327,0.001252061
 10/03  08:00:00,0,6.68E-05,0.002089195,0,0,0.000478447,0.002139669,0.001133704,0.000835204,0.001618508,3.96E-07,0.000052938,1.34E-05,0.001202994,0,0,0.002447149,0.002732811
 10/03  09:00:00,0,0.000315145,0.001807935,0.000114295,0,0.000783496,0.003236513,0.002145267,0.000455566,0.00053296,2.35E-06,0.000158827,0.001075755,0.000310194,0,0,0.000985863,0.002221692
 10/03  10:00:00,0,0.000791354,0.00172215,0.000860345,0,0.000783496,0.00300052,0.002923765,0.000455566,0,1.16E-05,0.000106247,0.0022644,0.005781597,0,0,0.001224293,0.002209134
 10/03  11:00:00,0,0.001283669,0.001423128,0.000158269,0.002180227,0.000783496,0.0029414,0.004033326,0.001290771,0,1.79E-05,0.000106505,0.00133979,0.005547291,0,0,0.001625876,0.002171982
 10/03  12:00:00,0,0.001616512,0.001204888,0,0.001184729,0.000539458,0.003002488,0.005018438,0.001670408,0,5.16E-05,0.000267792,0.000953614,0.007292255,0,0,0.001965449,0.002001408
 10/03  13:00:00,0,0.00186488,0.001095451,0,0.001564591,0.000295414,0.003114972,0.00617451,0.000835204,0,0.000196137,0.000321807,0.000801276,0.009159439,0,0,0.002660799,0.001975945
 10/03  14:00:00,0,0.001988751,0.000949024,0,0.001871302,0.000295414,0.003153799,0.006729635,0.000835204,0,0.000237319,0.000238763,0.001061179,0.011437527,0,0,0.002736388,0.001975057
 10/03  15:00:00,0,0.002007599,0.001173138,0,0.00132855,0.000295414,0.00320498,0.006158678,0.001290771,0,0.000223932,0.000189536,0.000994591,0.01051878,0,0,0.002637911,0.001974311
 10/03  16:00:00,0,0.001858543,0.001232219,0,0.000613614,0.000295414,0.002755028,0.005511187,0.002961179,0,0.000166479,0.000320241,0.001131613,0.008787174,0,2.10E-05,0.002479367,0.000216625
 10/03  17:00:00,0,0.00149641,0.001606402,0,1.72E-05,0.000234408,0.002364507,0.006200123,0.006302011,0,0.000112242,0.000106846,0.000689767,0.005068087,0,2.12E-06,0.00202071,0.00044091
 10/03  18:00:00,0,0.000858307,0.001832786,0,0,0.000173397,0.001980635,0.00276503,0.007592742,0,9.47E-05,0.000267016,1.82E-05,0.001000893,0,3.49E-06,0.001784203,0.000701684
 10/03  19:00:00,0,0.000502982,0.00190102,0,0,0.000173397,0.001610355,0.001973731,0.006757567,0,2.23E-05,0.00016014,0,0,0,0,0.000997371,0.000688622
 10/03  20:00:00,0,0.00033861,0.001656965,0,0,0.000173397,0.000421923,0.000505459,0.004631586,0,2.73E-06,0.000212856,0,0,0,4.06E-06,0.001701891,0.000681416
 10/03  21:00:00,0,0.000179511,0.001361985,0,0,0.000173397,0.000391004,7.65E-05,0.001670408,0,0,5.32E-05,0,0,0,2.41E-06,0.004484156,0.000715034
 10/03  22:00:00,0,4.75E-05,0.001192751,0,0,0.000173397,0.00202857,0.001741871,0,0,0,5.30E-05,7.23E-06,0,0,0,0.003841617,0.000695617
 10/03  23:00:00,0,0,0.000790933,0,0,0.000173397,0.000431909,0.0005145,0,0,0,5.27E-05,8.41E-05,0,0,0,0.002716207,0.000442504
 10/03  24:00:00,1.43E-06,0,0.000321985,0,0,0.000173397,0.00118177,7.29E-05,0,0,0,0,0.00017366,0,0,2.90E-05,0.002141552,0.000354005
 10/04  01:00:00,3.27E-05,0,0.00022048,0,0,5.14E-05,0.0013657,7.16E-05,0,0,0,0,1.27E-05,0,0,0.000068253,0.001735717,0.000214399
 10/04  02:00:00,6.43E-05,0,0.000219659,0,0,5.14E-05,0.001350281,7.06E-05,0,0,0,5.27E-05,2.11E-05,0,0,0.000102032,0.001412864,0.000214272
 10/04  03:00:00,0.000102658,0,0.000244875,0,0,5.14E-05,0.001348132,6.99E-05,0,0,0,0.000180041,0,0,0,0.000126468,0.001180639,0.000214274
 10/04  04:00:00,0.000127936,0,0.000202924,0,0,5.14E-05,0.001349325,6.92E-05,0,0,0,8.35E-05,2.86E-05,0,0,0.000151878,0.001032793,0.000216521
 10/04  05:00:00,0.00013126,0,0.000761228,0,0,5.14E-05,0.001381644,6.82E-05,0,0,0,0,0,0,0,2.91E-05,0.001000793,0.000448093
 10/04  06:00:00,0.000126097,0,0.002009922,0,0,5.14E-05,0.002114514,0.000532944,0.000835204,0,0,0,2.07E-05,0,0,1.87E-05,0.001670394,0.000713694
 10/04  07:00:00,4.31E-05,0,0.002177574,0.000223235,0,0.00249177,0.002405494,0.000586709,0.001290771,0.001125942,1.18E-07,5.27E-05,0.001422177,0.0053405,0,0.00029915,0.002236799,0.001387849
 10/04  08:00:00,1.46E-05,0,0.002105938,7.76E-05,0,0.002697278,0.003662475,0.00079597,0.000835204,0.003044616,2.00E-07,0,0.003074483,0.008233857,0,6.02E-07,0.001899075,0.002735005
 10/04  09:00:00,0,0.000165994,0.001810016,0.000586627,7.02E-06,0.002979852,0.004153465,0.001490583,0.000455566,0.001050681,4.05E-07,0.000258289,0.000807262,0.004196929,0,0,0.000721894,0.00222184
 10/04  10:00:00,0,0.000554727,0.001699953,0.001426267,0,0.001836721,0.003825982,0.002364704,0.000455566,0,9.18E-06,0.000112804,4.61E-05,0.00332117,0,0,0.001016517,0.002210995
 10/04  11:00:00,0,0.000920618,0.001414343,0.000568688,0.00078785,0.001836721,0.003700573,0.00367384,0.001290771,0,1.11E-05,5.33E-05,3.28E-05,0.011579007,0,0,0.001325609,0.002184492
 10/04  12:00:00,0,0.001330469,0.001225403,8.95E-06,0.002129418,0.002466085,0.003733508,0.004675943,0.001670408,0,2.05E-05,0.000320886,4.47E-05,0.019296589,0,0,0.001657688,0.001958509
 10/04  13:00:00,0,0.001458275,0.001123082,0,0.002881903,0.002902786,0.003787737,0.005688479,0.000835204,0,0.000119732,0.000268181,0.000049162,0.022087343,0,0,0.002228087,0.001955764
 10/04  14:00:00,0,0.001779402,0.001045131,0,0.00292212,0.002517461,0.003817964,0.007383312,0.000835204,0,0.000223958,0.000160845,3.10E-05,0.028799817,0,0,0.002544791,0.001953359
 10/04  15:00:00,0,0.001869613,0.001014498,0,0.003150335,0.001836721,0.003878464,0.008142892,0.001290771,0,0.000337936,0.00032083,1.01E-05,0.036645373,0,0,0.002751478,0.001951213
 10/04  16:00:00,0,0.001758855,0.001260964,0,0.003327712,0.001836721,0.003854773,0.009520697,0.002961179,0,0.000348454,0.000266876,0.000345495,0.039890093,0,1.92E-05,0.002664015,0.000277266
 10/04  17:00:00,0,0.00161805,0.001634393,0,0.003275542,0.001682589,0.003846693,0.008984344,0.006302011,0,0.000327364,0.000106837,0.000441353,0.039583435,0,1.56E-06,0.002293624,0.00043923
 10/04  18:00:00,0,0.00105122,0.001982766,0,0.002310375,0.001913782,0.002981228,0.005683333,0.007592742,0,0.000235405,0.000267016,0.001103822,0.029616448,0,1.58E-06,0.002071586,0.000767318
 10/04  19:00:00,0,0.000705217,0.001741489,0,0.000510607,0.001322949,0.00307433,0.004630427,0.006757567,0,0.000120246,0.000106737,0.000580526,0.008356831,0,5.07E-06,0.001924578,0.000623017
 10/04  20:00:00,0,0.000461001,0.001639248,0,0,0.001322949,0.002695558,0.003453102,0.004631586,0,1.32E-05,0.000266059,1.62E-05,0.001891252,0,1.79E-06,0.002339767,0.000681371
 10/04  21:00:00,0,0.000241312,0.001353798,0,0,0.001322949,0.002310193,0.002948462,0.001670408,0,0,5.32E-05,0,0.00128227,0,0,0.000790938,0.000714669
 10/04  22:00:00,0,8.10E-05,0.001290241,0,0,0.001297263,0.001911179,0.001317328,0,0,0,5.27E-05,0,0.001207935,0,7.81E-06,0.004334234,0.000697171
 10/04  23:00:00,0,6.60E-06,0.000771939,0,0,5.14E-05,0.001552411,0.000785142,0,0,0,5.29E-05,0,3.38E-05,0,0,0.002861871,0.000444631
 10/04  24:00:00,0,0,0.000319337,0,0,5.14E-05,0.000870429,0.00021869,0,0,0,5.27E-05,0,0,0,1.22E-05,0.002189397,0.000216826
 10/05  01:00:00,1.09E-05,0,0.000244853,0,0,5.14E-05,0.000853173,6.48E-05,0,0,0,0,0,0,0,5.96E-05,0.001748995,0.000214639
 10/05  02:00:00,4.98E-05,0,0.000195605,0,0,5.14E-05,0.001211861,6.65E-05,0,0,0,5.27E-05,9.22E-06,0,0,9.61E-05,0.001406783,0.000214273
 10/05  03:00:00,7.80E-05,0,0.000146683,0,0,5.14E-05,0.001406325,6.63E-05,0,0,0,0,3.12E-05,0,0,0.000125235,0.00116731,0.000214272
 10/05  04:00:00,9.94E-05,0,0.000275772,0,0,5.14E-05,0.0013912,6.56E-05,0,0,0,0.000158145,0,0,0,0.000147715,0.001006106,0.000353843
 10/05  05:00:00,9.33E-05,0,0.0007646,0,0,5.14E-05,0.001390482,6.49E-05,0,0,0,0,0,0,0,2.51E-05,0.000974417,0.000447768
 10/05  06:00:00,8.83E-05,0,0.002001124,0,0,5.14E-05,0.002181629,0.000472111,0.000835204,0,0,0.000105441,4.64E-05,0,0,1.65E-05,0.001602375,0.000714699
 10/05  07:00:00,3.77E-05,0,0.002167653,0.000420907,0,0.00249177,0.002454532,0.000321901,0.001290771,0.001192542,1.20E-07,0,0.001505274,0.005804437,0,0.000342527,0.0020691,0.001245928
 10/05  08:00:00,3.59E-05,3.99E-06,0.002096488,0.000183102,0,0.002697278,0.003691781,0.000928871,0.000835204,0.003236466,2.26E-07,5.28E-05,0.003755591,0.008488296,0,2.18E-06,0.001676817,0.00273824
 10/05  09:00:00,3.69E-07,0.000208682,0.001833219,0.000438378,0.000023856,0.002979852,0.004323005,0.002292331,0.000455566,0.000963705,1.18E-06,5.31E-05,0.001464741,0.001796266,0,0,0.000766546,0.002409937
 10/05  10:00:00,0,0.000730206,0.001754514,0.000624467,0.001235533,0.001836721,0.004128061,0.005503593,0.000455566,0,6.31E-06,0.000265504,8.35E-05,0.008595294,0,0,0.001205864,0.002119591
 10/05  11:00:00,0,0.001268429,0.001441914,0,0.003978166,0.001836721,0.004016199,0.006242643,0.001290771,0,3.08E-05,0.000106501,5.72E-05,0.024678702,0,0,0.001720261,0.002107958
 10/05  12:00:00,0,0.001727851,0.001176433,0,0.004837584,0.002466085,0.003775564,0.00820113,0.001670408,0,0.00017941,0.000214229,5.28E-05,0.036623849,0,0,0.002258781,0.00197837
 10/05  13:00:00,0,0.002102325,0.001126145,0,0.006820434,0.002902786,0.003743448,0.009274854,0.000835204,0,0.000478422,0.000375429,0.000303611,0.03877173,0,0,0.003162699,0.001977072
 10/05  14:00:00,0,0.002654458,0.00097986,0,0.009002352,0.002517461,0.003757782,0.01091162,0.000835204,0,0.00066288,0.000160825,0.000120898,0.044220632,0,0,0.003619917,0.001976079
 10/05  15:00:00,0,0.002987213,0.001107707,0,0.008978496,0.001836721,0.003793041,0.01211409,0.001290771,0,0.000772785,0.000213801,9.99E-05,0.04701822,0,0,0.003874366,0.001975324
 10/05  16:00:00,0,0.003012099,0.001184911,0,0.009168708,0.001836721,0.003757612,0.01373655,0.002961179,0,0.000775176,0.000160129,0.000424588,0.047632439,0,1.40E-05,0.006140332,0.000433292
 10/05  17:00:00,0,0.002713003,0.001624469,0,0.008039034,0.001682589,0.003798101,0.012444632,0.006302011,0,0.000719511,0.000267006,0.000391057,0.046466205,0,0,0.0039037,0.000221455
 10/05  18:00:00,0,0.001895252,0.001943087,0,0.00342893,0.001913782,0.002950362,0.008789332,0.007592742,0,0.000496686,0.000320415,0.001085715,0.031169666,0,3.00E-06,0.002500546,0.000932957
 10/05  19:00:00,0,0.001304311,0.001781251,4.43E-06,0.000909349,0.001322949,0.003065339,0.004943752,0.006757567,0,0.000318419,8.90E-05,0.001124256,0.01284746,0,1.33E-06,0.003151035,0.000455585
 10/05  20:00:00,0,0.000732969,0.001679751,1.63E-06,1.62E-05,0.001322949,0.002658189,0.004508416,0.004631586,0,4.65E-05,0.000106266,0,0.00262238,0,2.46E-06,0.00204872,0.000681445
 10/05  21:00:00,0,0.000377098,0.001330935,0,0.000241815,0.001322949,0.002280237,0.003560717,0.001670408,0,0,0.000228918,0,0.003291998,0,2.36E-06,0.002508601,0.000713666
 10/05  22:00:00,0,0.000164841,0.001274341,0,0.000019354,0.001297263,0.001887872,0.00251342,0,0,0,5.30E-05,0,0.00185532,0,6.20E-06,0.00427167,0.000699428
 10/05  23:00:00,0,2.79E-05,0.000770718,0,0,5.14E-05,0.001506194,0.001535364,0,0,0,0,0,0.002938077,0,0,0.003366953,0.000447726
 10/05  24:00:00,0,0,0.000392796,0,0,5.14E-05,0.000869248,0.00041621,0,0,0,0,0,0.001752494,0,2.69E-06,0.002574448,0.000217051
 10/06  01:00:00,0,0,0.000146987,0,0,5.14E-05,0.000853173,6.64E-05,0,0,0,5.27E-05,0,0,0,4.83E-05,0.002053342,0.000215227
 10/06  02:00:00,1.42E-05,0,0.000220046,0,0,5.14E-05,0.001182149,6.85E-05,0,0,0,5.27E-05,0,0,0,8.98E-05,0.001625201,0.000214292
 10/06  03:00:00,5.04E-05,0,0.00026893,0,0,5.14E-05,0.000861575,6.85E-05,0,0,0,0,0,0,0,0.000122444,0.001320787,0.000351624
 10/06  04:00:00,6.77E-05,0,0.000220512,0,0,5.14E-05,0.001189573,6.80E-05,0,0,0,0.000105436,0,0,0,0.00014287,0.00112753,0.000216472
 10/06  05:00:00,6.61E-05,0,0.00066885,0,0,5.14E-05,0.001352192,6.77E-05,0,0,0,0.000158153,0,0,0,6.44E-05,0.001034913,0.000218952
 10/06  06:00:00,5.23E-05,0,0.002111662,0,0,5.14E-05,0.002039636,0.00077916,0.000835204,0,0,0,1.24E-05,0,0,1.77E-05,0.001253887,0.000668994
 10/06  07:00:00,0.000008315,0,0.002208385,0.000247456,0,0.00249177,0.001283415,0.001318934,0.001290771,0.001098194,1.43E-07,0,0.001596635,0.000504514,0,0.000318139,0.001747956,0.000715098
 10/06  08:00:00,4.50E-07,0.000040014,0.001959467,0.001070705,0,0.002697278,0.002873217,0.002544936,0.000835204,0.002130294,5.41E-07,5.29E-05,0.003716478,0.005160824,0,0,0.002708019,0.003036822
 10/06  09:00:00,0,0.000393802,0.001999204,0.001203166,0.001675104,0.002979852,0.004062693,0.003366508,0.000455566,0.000455579,3.52E-06,0.000106074,0.000815477,0.00701681,0,0,0.001301942,0.002621793
 10/06  10:00:00,0,0.00090021,0.001677106,7.35E-05,0.003515153,0.001836721,0.00363685,0.007737319,0.000455566,0,5.98E-06,0.000212308,6.25E-05,0.013523084,0,0,0.001438839,0.002317966
 10/06  11:00:00,0,0.001386505,0.001344268,7.86E-06,0.004894724,0.001836721,0.00362626,0.007883705,0.001290771,0,4.67E-05,5.33E-05,5.56E-05,0.026179345,0,0,0.00187243,0.002209333
 10/06  12:00:00,0,0.001774208,0.001219966,1.73E-07,0.005733895,0.002466085,0.00371062,0.008881947,0.001670408,0,0.00014665,0.000374432,5.93E-05,0.037799417,0,0,0.002315886,0.001980387
 10/06  13:00:00,0,0.002079627,0.001145832,0,0.007755148,0.002902786,0.003705515,0.010886628,0.000835204,0,0.000432632,0.000200239,0.00027864,0.039041376,0,0,0.003249889,0.002194822
 10/06  14:00:00,0,0.002705241,0.000882938,0,0.009552781,0.002517461,0.003767739,0.011798248,0.000835204,0,0.000656383,0.000175169,4.90E-05,0.04648622,0,0,0.003886553,0.001977177
 10/06  15:00:00,0,0.00273816,0.00124312,0,0.007323067,0.001836721,0.003870181,0.009195696,0.001290771,0,0.000644878,0.000347519,0.000101795,0.045836972,0,0,0.003835575,0.001976388
 10/06  16:00:00,0,0.002482096,0.001263693,0,0.006781351,0.001836721,0.003851691,0.011589214,0.002961179,0,0.000501095,8.01E-05,0.000417734,0.044745753,0,1.60E-05,0.003194178,0.000216644
 10/06  17:00:00,0,0.002086292,0.001626687,0,0.003513259,0.001682589,0.003849848,0.011139256,0.006302011,0,0.00039452,0.000320469,0.000382467,0.042176865,0,1.30E-06,0.002696999,0.000437801
 10/06  18:00:00,0,0.001374574,0.001775508,8.51E-06,0.002265138,0.001913782,0.002975026,0.009406992,0.007592742,0,0.000278374,0.000106797,0.000557232,0.021868673,0,3.27E-07,0.002465751,0.000221535
 10/06  19:00:00,0,0.000990699,0.001884393,2.29E-05,0.002259398,0.001322949,0.003056864,0.007221547,0.006757567,0,0.000156281,0.000266714,0.000188453,0.007553543,0,3.01E-07,0.00234212,0.000677001
 10/06  20:00:00,0,0.000651216,0.001649841,4.44E-06,7.55E-06,0.001322949,0.003662209,0.008043039,0.004631586,0,0.000019868,0.000106422,7.55E-06,0.002139981,0,0,0.002017406,0.00045421
 10/06  21:00:00,0,0.000341989,0.0014411,0,1.58E-05,0.001322949,0.003154754,0.005197641,0.001670408,0,0,0.000105898,0,0.001268616,0,1.52E-07,0.001923281,0.000681413
 10/06  22:00:00,0,0.000161553,0.001099647,0,0,0.001297263,0.002644659,0.003162274,0,0,0,0.000105414,0,0.000594618,0,1.03E-05,0.004875939,0.000910533
 10/06  23:00:00,0,5.71E-05,0.000673073,0,0,5.14E-05,0.002235219,0.002295571,0,0,0,5.29E-05,0,0.000366496,0,0,0.003863458,0.000491874
 10/06  24:00:00,0,3.89E-06,0.000514418,0,0,5.14E-05,0.000886617,0.0004368,0,0,0,0.000105604,0,0,0,0,0.003186785,0.000217523
 10/07  01:00:00,0,0,0.000147057,0,0,5.14E-05,0.000853167,6.70E-05,0,0,0,0,0,0,0,0,0.002729276,0.000352174
 10/07  02:00:00,0,0,0.000293345,0,0,5.14E-05,0.000853173,0.000069584,0,0,0,0,0,0,0,0,0.002396438,0.000214279
 10/07  03:00:00,0,0,0.000171132,0,0,5.14E-05,0.001151712,7.02E-05,0,0,0,5.27E-05,0,0,0,6.72E-06,0.002157726,0.000214279
 10/07  04:00:00,0,0,0.000147063,0,0,5.14E-05,0.000860806,7.03E-05,0,0,0,0,0,0,0,1.73E-05,0.001995131,0.000216572
 10/07  05:00:00,0,0,0.000721234,0,0,5.14E-05,0.001177744,7.01E-05,0,0,0,0.000210868,0,0,0,0,0.001913188,0.000218954
 10/07  06:00:00,0,0,0.002106728,0,0,5.14E-05,0.00192087,0.002442862,0.000835204,0,0,0,0,0,0,0,0.002171039,0.000558625
 10/07  07:00:00,0,0,0.002260871,0.000293447,0,0.00249177,0.002134778,0.002111562,0.001290771,0.000381717,0,0,0.00120256,0.001247698,0,4.82E-05,0.002900377,0.000826792
 10/07  08:00:00,0,0,0.002047318,0.001416765,0,0.002697278,0.003472394,0.00145728,0.000835204,0.00091963,3.00E-06,0.000105738,0.002912973,0.005721241,0,0,0.003677324,0.003038449
 10/07  09:00:00,0,0.000336061,0.001865225,0.001517751,0.000657643,0.002979852,0.003903947,0.003391285,0.000455566,0.000191145,3.78E-06,5.31E-05,0.000711355,0.002877189,0,0,0.001464818,0.002527078
 10/07  10:00:00,0,0.001013175,0.00160702,0.001010621,0.002006543,0.001836721,0.003712418,0.004101351,0.000455566,0,1.24E-05,0.000265519,7.20E-05,0.006798924,0,0,0.001407848,0.00241375
 10/07  11:00:00,0,0.001525413,0.001413268,0.000029354,0.003290932,0.001836721,0.003656227,0.005700013,0.001290771,0,1.48E-05,0.000106509,5.30E-05,0.017099404,0,0,0.001809234,0.002210163
 10/07  12:00:00,0,0.001886225,0.001340345,1.32E-05,0.003664324,0.002466085,0.003658234,0.007692425,0.001670408,0,4.00E-05,0.000267383,5.21E-05,0.022604461,0,0,0.002167687,0.001980977
 10/07  13:00:00,0,0.002205551,0.000984631,1.25E-05,0.006314975,0.002902786,0.003749651,0.009247601,0.000835204,0,0.000220342,0.000107308,0.000055375,0.03127619,0,0,0.003070252,0.002195742
 10/07  14:00:00,0,0.002408293,0.001102304,8.80E-06,0.004303619,0.002517461,0.003800804,0.008961331,0.000835204,0,0.000389628,0.000375241,5.02E-05,0.041993846,0,0,0.003502066,0.001978256
 10/07  15:00:00,0,0.002576248,0.001010128,8.47E-06,0.003849832,0.001836721,0.003864051,0.007344412,0.001290771,0,0.000456814,0.000267297,9.14E-05,0.034396116,0,0,0.003571368,0.001977524
 10/07  16:00:00,0,0.00245011,0.001341985,8.51E-06,0.004000641,0.001836721,0.003858629,0.008490962,0.002961179,0,0.000415022,0.0001068,5.24E-05,0.031547241,0,0.000013379,0.003048113,0.000216664
 10/07  17:00:00,0,0.001977453,0.001617752,9.37E-06,0.003719827,0.001682589,0.003883694,0.006524615,0.006302011,0,0.000267871,0.000267081,4.58E-05,0.031071351,0,3.15E-06,0.002402643,0.000437857
 10/07  18:00:00,0,0.001132064,0.001755717,4.79E-06,0.000898634,0.001913782,0.003011614,0.005157457,0.007592742,0,3.82E-05,0.000106602,0.000089034,0.018626423,0,3.84E-06,0.002053863,0.000221573
 10/07  19:00:00,0,0.000667403,0.00198266,1.17E-05,0.00010286,0.001322949,0.003123917,0.003935169,0.006757567,0,0,0.000106107,0.000159675,0.006188492,0,0,0.001120107,0.000677517
 10/07  20:00:00,0,0.000396557,0.001616601,9.95E-06,0,0.001322949,0.003642024,0.004604803,0.004631586,0,0,0.000158606,0,0.001342063,0,2.94E-06,0.001758532,0.000454417
 10/07  21:00:00,0,0.000244516,0.001412783,0,0,0.001322949,0.003141456,0.00321682,0.001670408,0,0,0.000105912,0,0.001187343,0,2.27E-06,0.005588716,0.000681447
 10/07  22:00:00,0,0.00010139,0.001215269,0,0,0.001297263,0.002629579,0.002019009,0,0,0,5.30E-05,0,0.000825108,0,0,0.004001809,0.000855264
 10/07  23:00:00,0,1.89E-05,0.000811928,0,0,5.14E-05,0.002200417,0.001461198,0,0,0,0,0,0.002047747,0,0,0.002974422,0.000684464
 10/07  24:00:00,0,0,0.000181454,0,0,5.14E-05,0.000885809,0.000405554,0,0,0,5.29E-05,0,0.001475939,0,0,0.002535214,0.000217398
 10/08  01:00:00,0,0,0.000342884,0,0,5.14E-05,0.000853167,6.50E-05,0,0,0,5.27E-05,0,0,0,5.25E-06,0.002175217,0.000214828
 10/08  02:00:00,5.15E-07,0,0.000171123,0,0,5.14E-05,0.001188809,0.000067561,0,0,0,0,0,0,0,2.67E-05,0.001876637,0.000214292
 10/08  03:00:00,5.94E-06,0,0.000146706,0,0,5.14E-05,0.000861745,6.79E-05,0,0,0,5.27E-05,0,0,0,4.23E-05,0.001657072,0.000214292
 10/08  04:00:00,9.87E-06,0,0.000306726,0,0,5.14E-05,0.001183687,6.77E-05,0,0,0,0.000158132,0,0,0,0.000052848,0.001514821,0.000216565
 10/08  05:00:00,5.71E-06,0,0.000733052,0,0,5.14E-05,0.000861614,6.76E-05,0,0,0,0.000052718,0,0,0,1.03E-06,0.001444233,0.000219017
 10/08  06:00:00,2.20E-06,0,0.001985018,0,0,5.14E-05,0.001808748,0.000912739,0.000835204,0,0,0,1.19E-05,0,0,0,0.001669169,0.000639708
 10/08  07:00:00,0,0,0.002219758,0.000341711,0,0.00249177,0.002155184,0.000671448,0.001290771,0,0,0,0.002192249,0.008393888,0,0.000117783,0.002301717,0.000884059
 10/08  08:00:00,0,2.82E-05,0.002167331,0.001118417,0,0.002697278,0.003203471,0.000767801,0.000835204,0.000659428,1.26E-06,0.000105588,0.00226937,0.00785813,0,0,0.003206226,0.003039555
